# SampleName, Year, RunNumber, LumiBlockNumber, EventNumber, MET
TTZToLLNuNu_M-10, 2016, 1, 23971, 4692159, 342
ttHTobb_M125, 2016, 1, 31314, 6262794, 393
ttHTobb_M125, 2016, 1, 30617, 6123399, 306
TTJets_SingleLeptFromTbar_genMET-150, 2016, 1, 239180, 612300082, 373
TTZToLLNuNu_M-10, 2016, 1, 18221, 3566575, 321
TTZToLLNuNu_M-10, 2016, 1, 18224, 3567257, 304
TTWJetsToLNu, 2016, 1, 14115, 4375498, 506
TTWJetsToLNu, 2016, 1, 1300, 402900, 478
ttHTobb_M125, 2016, 1, 30132, 6026316, 305
TTZToLLNuNu_M-10, 2016, 1, 19550, 3826789, 578
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 1709, 4919396, 397
TTZToLLNuNu_M-10, 2016, 1, 18217, 3565893, 471
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 2836, 8167587, 308
TTZToLLNuNu_M-10, 2016, 1, 18325, 3586975, 307
TTWJetsToLNu, 2016, 1, 2056, 637330, 324
TTZToLLNuNu_M-10, 2016, 1, 18346, 3591096, 331
TTJets_SingleLeptFromTbar_genMET-150, 2016, 1, 414359, 1060756630, 312
TTWJetsToLNu, 2016, 1, 2005, 621348, 353
TTWJetsToLNu, 2016, 1, 12749, 3952184, 315
TTWJetsToLNu, 2016, 1, 13425, 4161628, 380
TTZToLLNuNu_M-10, 2016, 1, 18149, 3552637, 349
TTZToLLNuNu_M-10, 2016, 1, 18150, 3552855, 408
TTGJets, 2016, 1, 76, 12213, 374
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 100759, 290185556, 353
TTGJets, 2016, 1, 8777, 1421757, 425
TTZToLLNuNu_M-10, 2016, 1, 19482, 3813529, 307
TTGJets, 2016, 1, 49833, 8072824, 340
DYJetsToLL_M-50_HT-400to600, 2016, 1, 5833, 6730654, 379
TTWJetsToLNu, 2016, 1, 5998, 1859356, 317
TTZToLLNuNu_M-10, 2016, 1, 18692, 3658798, 319
TTJets_DiLept_genMET-150, 2016, 1, 135148, 346653007, 301
TTWJetsToLNu, 2016, 1, 10647, 3300570, 312
TTWJetsToLNu, 2016, 1, 4386, 1359587, 303
TTZToLLNuNu_M-10, 2016, 1, 19371, 3791735, 348
TTWJetsToLNu, 2016, 1, 6489, 2011501, 323
ttHTobb_M125, 2016, 1, 31098, 6219569, 325
TTJets_SingleLeptFromT, 2016, 1, 34107, 28518804, 364
TTWJetsToLNu, 2016, 1, 7524, 2332381, 319
ttHTobb_M125, 2016, 1, 26429, 5285748, 343
DYJetsToLL_M-50_HT-600to800, 2016, 1, 37903, 84827247, 436
TTWJetsToLNu, 2016, 1, 4285, 1328292, 354
TTZToLLNuNu_M-10, 2016, 1, 23965, 4691095, 428
TTWJetsToLNu, 2016, 1, 4107, 1272925, 563
TTZToLLNuNu_M-10, 2016, 1, 19494, 3815884, 385
TTZToLLNuNu_M-10, 2016, 1, 19797, 3875124, 314
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 51872, 149389288, 308
TTWJetsToLNu, 2016, 1, 3994, 1237890, 305
TTZToLLNuNu_M-10, 2016, 1, 30232, 5917791, 351
TTZToLLNuNu_M-10, 2016, 1, 19521, 3821108, 328
TTZToLLNuNu_M-10, 2016, 1, 19524, 3821775, 479
TTWJetsToLNu, 2016, 1, 15917, 4934213, 301
TTZToLLNuNu_M-10, 2016, 1, 23148, 4531151, 389
TTJets_DiLept_genMET-150, 2016, 1, 204222, 523827860, 327
TTZToLLNuNu_M-10, 2016, 1, 30446, 5959698, 315
TTGJets, 2016, 1, 33641, 5449789, 428
TTZToLLNuNu_M-10, 2016, 1, 8150, 1595180, 368
TTJets_DiLept_genMET-150, 2016, 1, 220943, 566718179, 360
ttHTobb_M125, 2016, 1, 28069, 5613793, 305
TTZToLLNuNu_M-10, 2016, 1, 16989, 3325530, 303
TTZToLLNuNu_M-10, 2016, 1, 16992, 3326044, 311
TTZToLLNuNu_M-10, 2016, 1, 6499, 1272151, 360
TTZToLLNuNu_M-10, 2016, 1, 18497, 3620606, 450
TTZToLLNuNu_M-10, 2016, 1, 29351, 5745346, 414
TTWJetsToLNu, 2016, 1, 8565, 2654908, 393
TTZToLLNuNu_M-10, 2016, 1, 6417, 1255978, 347
TTWJetsToLNu, 2016, 1, 6275, 1945263, 354
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 100064, 288181757, 307
ttHTobb_M125, 2016, 1, 36553, 7310537, 349
TTJets_DiLept_genMET-150, 2016, 1, 112928, 289659916, 342
TTJets_DiLept_genMET-150, 2016, 1, 143766, 368758380, 302
TTWJetsToLNu, 2016, 1, 12960, 4017529, 343
ttHTobb_M125, 2016, 1, 36797, 7359221, 312
TTZToLLNuNu_M-10, 2016, 1, 17091, 3345486, 389
TTJets_DiLept_genMET-150, 2016, 1, 234486, 601456250, 308
TTZToLLNuNu_M-10, 2016, 1, 18501, 3621514, 481
TTJets_SingleLeptFromTbar_genMET-150, 2016, 1, 99955, 255884402, 324
TTZToLLNuNu_M-10, 2016, 1, 18719, 3664194, 321
